,TeamName,Season,AdjTempo,AdjOE,AdjDE,eFG_Pct_O,eFG_Pct_D,TO_Pct_O,TO_Pct_D,OR_Pct_O,OR_Pct_D,FT_Rate_O,FT_Rate_D,OFF_FT,OFF_2PT,OFF_3PT,DEF_FT,DEF_2PT,DEF_3PT,Size,Hgt1,Hgt2,Hgt3,Hgt4,Hgt5,HgtEff,Exp,Bench,Pts1,Pts2,Pts3,Pts4,Pts5,OR1,OR2,OR3,OR4,OR5,DR1,DR2,DR3,DR4,DR5,FG2Pct,FG3Pct,FTPct,BlockPct,OppFG2Pct,OppFG3Pct,OppFTPct,OppBlockPct,F3GRate,OppF3GRate,ARate,OppARate,StlRate,OppStlRate
1337,UC Irvine,2013,63.8434,101.965,98.7393,48.0178,44.2651,18.6376,16.2973,30.4075,31.1892,30.1784,37.9345,17.4617,52.8961,29.6422,23.1134,52.4364,24.4502,76.3,0.35,-0.36,-0.83,-2.14,0.42,-1.71,1.88,29.89,17.23,17.71,22.66,21.61,20.79,8.93,14.51,11.69,26.85,38.01,15.23,20.62,17.04,22.82,24.29,47.4046,32.7684,67.3235,9.3072,42.5472,32.3077,70.1571,7.9389,35.0842,29.0467,61.4302,52.9486,0.07400000000000001,0.0911
1338,UC Riverside,2013,61.0107,89.5162,103.154,45.2693,50.5387,22.6504,18.0644,30.6878,27.4834,32.5276,32.6599,17.2348,58.3333,24.4318,19.2142,46.394,34.3918,76.75,0.35,-0.39,0.52,0.26,0.71,0.97,1.24,36.11,13.5,17.7,22.17,21.8,24.83,4.52,5.18,21.28,30.84,38.18,15.88,15.8,19.9,26.15,22.26,46.2926,28.6667,57.9618,8.5903,47.467,36.9151,73.6082,9.519,31.0773,38.8552,56.176,61.0248,0.0962,0.1001
1339,UC Santa Barbara,2013,61.9129,98.9664,102.766,48.7742,49.1401,22.3268,18.1272,31.066,32.0641,30.129,38.2803,17.6471,45.7516,36.6013,21.6751,46.4975,31.8274,76.3,-1.53,0.01,0.59,0.86,-0.16,0.7,0.93,33.3,11.79,22.97,19.7,25.08,20.46,5.87,5.61,24.97,39.93,23.62,10.89,11.86,21.56,31.63,24.07,46.9274,34.1985,69.37899999999999,12.5743,45.3465,37.3214,71.0483,8.4916,42.2581,35.6688,64.9068,59.3703,0.084,0.1031
1340,UCF,2013,63.8091,106.474,103.276,51.3915,48.7449,20.2861,18.8408,34.6038,33.0769,40.3542,25.6276,20.3041,50.7111,28.9848,15.0991,57.4479,27.453000000000007,77.74,1.34,1.17,1.09,1.41,0.41,1.81,1.61,23.56,16.49,21.32,20.12,19.96,22.1,6.38,19.95,20.09,23.26,30.31,9.95,19.87,22.25,22.09,25.84,50.93600000000001,34.8057,64.8903,11.0236,49.4313,31.5789,67.6538,8.9655,35.8001,33.275,54.902,56.9128,0.111,0.1125
1341,UCLA,2013,67.4331,111.467,96.3046,49.1084,47.4553,15.8318,19.8809,30.6656,34.0015,33.13,24.6217,19.6237,60.6759,19.7005,14.7095,58.3436,26.9468,78.45,2.34,2.01,1.44,2.86,1.41,4.27,1.14,25.46,11.9,21.93,29.14,18.29,18.73,3.07,6.31,33.18,29.87,27.56,10.94,17.09,17.21,31.93,22.83,48.8559,33.2685,72.3796,8.4162,46.9185,32.4405,66.4804,7.2975,24.1201,30.8116,58.1686,52.1598,0.1146,0.0887
1342,UMBC,2013,65.1802,95.5267,109.446,46.5527,51.1671,21.3375,20.171,28.7253,32.8643,30.053,44.0418,16.8421,51.2632,31.8947,23.0129,52.3105,24.6765,75.5,-0.27,-1.98,-1.79,-1.75,-1.56,-3.31,1.9,34.7,12.78,24.93,23.25,16.83,22.21,9.05,23.49,9.73,27.38,30.36,13.68,19.99,14.39,23.65,28.29,44.2325,33.8926,62.7451,6.3688,53.8023,30.9028,69.4561,8.1744,35.1208,35.3808,51.2337,56.58600000000001,0.104,0.1089
1343,UMKC,2013,62.4042,93.6905,108.968,47.4208,54.5283,23.0475,19.2724,29.0927,30.4772,30.3294,42.327,17.5581,51.6478,30.7942,20.7495,52.3766,26.8739,76.73,1.16,-0.71,-1.05,0.45,0.88,1.34,1.87,39.19,17.8,19.96,24.75,18.93,18.56,7.5,9.59,14.0,21.41,47.5,13.44,15.52,16.22,19.94,34.88,45.9174,33.4507,66.5984,8.356,52.0436,40.0818,67.4591,9.414,35.3014,30.7547,44.1617,55.1365,0.0919,0.1222
1344,UNC Asheville,2013,67.2323,101.304,104.581,48.6297,49.5525,20.5893,20.7378,33.0348,33.2361,38.1242,33.2339,22.0976,58.1463,19.7561,18.6183,55.659,25.7227,77.17,3.34,2.01,-0.05,-1.16,0.48,-0.68,1.57,23.64,16.11,23.13,23.13,18.15,19.48,8.25,19.29,19.29,23.06,30.12,13.67,19.68,19.68,20.72,26.25,48.5342,32.6087,72.3642,12.7178,49.4774,33.1439,68.2226,7.899,25.2132,31.5036,54.3092,55.3163,0.1173,0.1138
1345,UNC Greensboro,2013,69.8336,96.9675,108.763,47.017,50.2235,17.7644,19.2087,29.1777,28.0933,33.6932,51.8518,19.4647,50.3163,30.219,27.6449,46.5501,25.805,75.8,0.57,-0.99,0.09,-0.63,-1.07,-1.71,1.85,38.24,16.48,19.47,30.32,15.93,17.8,10.33,13.41,20.59,31.2,24.47,15.03,17.23,18.86,20.78,28.1,45.0348,33.8235,67.4536,4.1905,48.1905,36.2403,74.0148,8.6237,34.7727,32.9502,46.8232,49.9278,0.1011,0.0862
1346,UNC Wilmington,2013,64.5015,96.8929,108.919,46.5945,50.2158,21.3841,17.5008,31.4976,32.7902,36.7282,37.9778,20.3048,54.5455,25.1497,21.0756,55.2326,23.6919,76.65,0.34,-0.99,-1.01,1.86,0.13,1.99,1.22,29.33,21.95,19.39,16.76,24.0,17.9,7.62,3.08,16.17,40.95,32.18,15.62,10.61,20.46,27.76,25.55,45.0945,33.4783,64.6447,10.7679,50.3089,33.3333,70.6169,9.901,29.2807,30.148000000000003,49.771,50.7503,0.0875,0.1331
1347,UNLV,2013,67.0633,106.858,89.633,48.9712,44.1398,20.2255,18.4834,33.2502,27.0579,36.7284,29.6278,20.8974,51.6826,27.42,18.8252,53.5615,27.6133,77.85,3.34,1.01,0.95,1.46,0.15,1.61,1.49,29.72,15.19,18.28,20.89,25.26,20.37,9.88,9.52,14.95,32.98,32.67,13.95,13.95,15.5,31.08,25.52,48.9764,32.6409,70.4482,14.5803,42.6362,31.5873,69.1002,6.6142,34.6708,31.6901,64.0143,50.6427,0.102,0.0952
1348,USC,2013,65.1592,103.178,96.8315,47.1781,46.9252,19.5508,17.5774,29.1444,29.5255,29.9726,37.5623,18.039,58.258,23.703000000000007,21.6828,51.1327,27.1845,77.38,-2.64,-0.64,0.95,-0.02,4.24,4.21,2.16,25.89,15.28,23.26,20.11,20.77,20.59,2.25,5.12,18.0,31.58,43.04,9.24,12.89,21.4,23.85,32.62,45.7058,34.1564,69.28699999999999,13.0962,44.7049,34.507,69.17399999999999,7.3936,26.6301,31.4681,51.7995,53.271,0.0831,0.1046
1349,USC Upstate,2013,64.301,102.569,105.702,49.5467,49.7925,19.9569,20.0533,35.4015,30.2103,34.2776,35.3883,18.271,54.6729,27.0561,20.1141,49.9287,29.9572,77.4,2.34,1.42,0.75,0.57,-0.59,-0.02,1.59,30.91,15.73,20.58,23.87,20.86,18.95,8.06,8.03,16.51,31.22,36.18,11.05,13.17,21.82,26.61,27.34,48.6284,34.3416,64.6281,11.1214,48.6562,34.5395,70.8543,5.4863,31.8414,36.0403,60.4113,59.3197,0.1007,0.0998
1350,UT Arlington,2013,64.5571,98.8894,96.4224,46.5803,45.8601,22.1205,22.8502,36.3789,31.1073,36.5692,43.965,20.3678,52.8996,26.7327,24.083,42.471,33.4459,76.22,-0.66,0.56,0.95,-1.14,-0.41,-1.55,2.35,35.32,15.64,17.91,25.16,23.05,18.24,5.97,12.91,17.53,27.35,36.24,10.14,13.56,20.31,24.23,31.76,44.4181,34.3636,65.1584,11.729,44.4894,31.8182,66.1804,11.4806,30.3365,42.3324,54.6667,56.3338,0.1149,0.1136
1351,Utah,2013,60.2752,104.46,99.6236,48.6916,46.8912,20.0292,16.9283,27.5229,31.8059,31.0903,30.57,19.4745,52.5502,27.9753,18.5907,50.9745,30.4348,76.38,-1.66,-2.7,-0.55,0.21,1.85,2.06,1.63,32.08,16.59,23.21,11.32,22.51,26.36,2.61,6.35,8.65,36.47,45.91,12.85,16.12,12.64,25.35,33.05,46.5753,35.4902,75.7515,8.6995,44.8155,33.8898,70.0565,11.2329,31.7757,34.4847,60.3473,50.7714,0.0864,0.1164
1352,Utah St.,2013,59.9468,109.695,103.891,52.0494,47.7919,20.9201,15.0413,37.4179,26.9737,40.4684,30.6715,21.875,53.2227,24.9023,17.4504,49.3208,33.2288,77.12,1.34,0.51,-0.05,0.43,1.53,1.96,1.62,35.59,16.0,21.9,19.19,19.53,23.38,5.99,18.57,8.48,33.69,33.27,13.25,21.59,15.28,19.74,30.14,51.6098,35.343,72.0257,11.5122,46.0488,33.758,65.8777,8.2386,31.2947,37.9915,60.4196,60.6725,0.0768,0.1091
1353,Utah Valley,2013,62.1839,98.6952,111.342,49.6338,50.5276,18.8668,17.3488,25.6667,30.094,30.4927,27.3743,17.9868,56.7657,25.2475,16.0825,55.7732,28.1443,76.71,0.34,-1.55,-0.67,0.39,0.41,0.8,2.28,30.65,22.91,18.78,16.9,18.46,22.95,3.5,7.03,17.55,36.13,35.78,10.53,11.54,16.02,27.84,34.07,50.3415,32.0755,71.3974,7.2089,50.0,34.4045,70.7483,7.9024,31.7577,32.8367,58.1465,48.2711,0.09,0.0949
1354,UTEP,2013,59.2833,103.507,98.3282,50.5729,46.6252,19.7303,19.7303,28.0899,32.966,42.5207,34.7543,22.1841,51.8119,26.0039,20.0508,54.8223,25.1269,77.34,0.34,-0.35,1.95,1.16,0.92,2.08,1.63,30.57,16.38,19.71,21.39,20.32,22.19,3.58,5.32,18.84,29.22,43.04,9.52,11.4,22.07,21.99,35.02,49.5783,35.119,67.8144,9.8088,44.8878,33.9506,67.2913,8.1537,32.0815,28.7744,60.6232,53.1915,0.0852,0.1046
1355,UTSA,2013,62.066,101.011,108.569,46.9057,52.5782,20.6135,20.3749,30.8728,34.2351,36.4372,34.3569,20.8008,44.6289,34.5703,18.3536,51.8219,29.8246,75.05,-2.66,-0.82,-0.67,-1.81,-0.99,-2.8,2.41,25.0,24.85,19.99,20.79,12.23,22.13,6.26,13.93,21.3,22.19,36.33,14.97,15.85,19.06,18.48,31.64,44.6725,33.4278,67.619,3.902,52.2686,35.4167,68.8027,14.0762,40.8329,36.153,46.4646,60.6023,0.095,0.1055
1356,Valparaiso,2013,63.7461,111.066,99.147,55.6735,46.1716,21.7583,19.4802,31.2102,28.2429,41.7476,36.8451,21.6147,46.9885,31.3968,22.4371,55.2224,22.3404,76.19,-0.66,-0.99,-0.05,-0.46,0.34,-0.12,2.73,33.04,14.92,17.14,17.82,26.4,23.72,10.42,8.12,17.87,21.03,42.56,10.6,9.45,18.32,31.76,29.87,55.668,37.1212,73.5465,8.5023,44.5398,33.8462,72.5,8.4008,40.0485,26.1946,57.1069,49.5172,0.1004,0.1069
1357,Vanderbilt,2013,58.97,102.51,95.6906,48.444,46.0488,19.4397,18.5093,27.9091,29.5229,35.0688,33.527,18.6841,42.5917,38.7243,20.1109,52.2177,27.6714,77.77,1.34,1.6,1.14,1.33,1.22,2.55,1.05,30.34,20.16,25.81,16.13,17.93,19.98,4.78,7.41,25.23,30.6,31.98,18.31,18.99,25.45,20.29,16.96,45.2508,35.0136,63.4812,10.5914,45.7193,31.1224,69.1508,11.8463,43.9258,34.1662,56.5345,49.3581,0.0783,0.0901
1358,VCU,2013,65.764,113.747,94.4178,51.2929,49.863,16.8933,28.5176,36.6071,34.7222,29.8261,40.3288,16.9314,52.6354,30.4332,21.653,52.7766,25.5704,76.74,2.34,0.56,-1.05,-1.08,0.9,-0.17,1.71,33.85,18.13,15.44,20.69,23.59,22.16,13.72,8.95,8.03,33.32,35.98,16.7,11.56,16.06,22.92,32.76,50.5198,35.125,70.1046,8.9052,50.0817,32.9451,68.3424,8.7318,35.6665,32.9315,51.5842,51.0481,0.1697,0.0861
1359,Vermont,2013,60.1515,102.815,99.6165,48.5855,46.6547,20.5886,20.5886,34.4727,28.7546,44.834,33.7515,24.6543,52.742,22.6037,20.0614,49.5394,30.3992,77.45,2.34,1.01,0.31,0.24,-0.02,0.22,1.8,33.68,20.48,19.57,13.79,25.39,20.77,6.42,7.19,28.96,30.07,27.37,14.78,13.06,26.94,23.88,21.35,48.7225,32.1792,70.9191,8.6997,45.276,32.7273,69.3805,10.6608,30.1968,36.141,52.7426,52.0528,0.1056,0.1003
1360,Villanova,2013,65.6855,106.057,92.4411,47.2957,47.3057,22.8751,21.9885,33.0961,29.5279,50.5585,40.9529,27.8152,45.4015,26.7833,22.6345,44.5269,32.8386,78.22,2.34,1.25,1.95,-0.14,1.89,1.75,1.34,27.48,16.57,20.32,23.49,22.68,16.94,2.55,14.57,16.72,25.25,40.91,12.47,18.28,18.08,22.59,28.58,45.9582,33.1667,72.093,10.0,42.4779,37.2828,67.59,9.9001,35.2734,35.9047,56.5957,63.1285,0.1108,0.1148
1361,Virginia,2013,58.0296,107.657,91.3899,51.648,44.0943,18.1549,20.8944,28.327,27.913,31.5643,31.8001,17.7491,53.8256,28.4253,20.1542,51.0026,28.8432,77.7,-0.31,3.47,1.95,0.48,-0.02,0.47,1.16,31.57,11.31,21.15,21.26,21.88,24.4,4.87,12.2,12.45,32.58,37.9,11.55,17.11,17.24,27.18,26.92,48.9086,38.5172,70.6195,13.2644,42.7218,31.1667,70.0,8.8925,30.8939,34.0716,60.0244,46.9985,0.0956,0.0859
1362,Virginia Tech,2013,65.2537,107.145,107.274,47.496,50.0525,17.4632,15.4674,30.7427,33.1922,36.7798,38.1102,21.5302,54.1815,24.2883,20.3092,48.9762,30.7146,77.92,1.35,1.01,1.36,1.16,0.31,1.46,1.5,30.74,23.21,26.77,20.13,15.37,14.52,5.2,5.51,16.96,26.52,45.8,10.97,13.75,23.69,27.84,23.74,47.6899,31.3793,70.8638,10.3333,48.8333,34.7518,66.9421,8.6922,31.2332,37.0079,41.0872,54.1516,0.0626,0.0762
1363,VMI,2013,69.0031,102.046,113.493,49.0417,51.0943,17.4737,18.609,32.0922,37.2137,30.5524,30.6397,16.9451,47.8282,35.2267,17.7878,56.3431,25.8691,75.71,-1.66,-1.18,-0.01,-0.14,-1.17,-1.31,1.77,28.38,18.7,15.61,16.28,23.9,25.52,7.0,13.71,21.91,23.99,33.39,10.78,11.66,20.71,30.53,26.32,49.6531,32.1569,65.4982,9.4745,49.6815,36.3118,72.1612,7.334,43.1229,29.5174,51.9411,52.0245,0.0982,0.0903
1364,Wagner,2013,65.1335,97.0959,98.2483,47.487,46.8362,21.855,21.9939,34.9074,30.4933,40.3235,41.8096,23.0337,58.427,18.5393,23.8095,47.3304,28.86,76.17,0.34,-1.5,-0.05,-0.61,-0.1,-0.71,1.8,38.04,20.75,22.9,13.73,27.12,15.5,10.92,10.22,12.57,31.14,35.16,14.28,14.91,19.3,27.06,24.45,47.4525,31.7308,70.4871,14.5666,43.9678,34.965,70.0141,8.5171,24.0324,33.8261,50.3968,52.3121,0.1171,0.1033
1365,Wake Forest,2013,67.092,101.468,98.6105,48.4867,50.7799,20.6916,20.5518,27.6938,30.7841,43.7046,35.4708,23.4591,52.4606,24.0803,19.2837,55.3719,25.3444,77.32,1.35,1.01,-0.06,1.11,0.41,1.51,0.9,29.34,16.81,21.82,21.86,20.6,18.91,6.27,5.93,22.26,26.23,39.31,10.18,12.46,23.21,27.5,26.64,47.1245,34.4969,68.0055,10.7465,49.4668,35.9375,68.4039,11.5021,29.4794,29.5783,49.0934,51.3342,0.1025,0.0974
1366,Washington,2013,63.4363,107.361,98.2025,48.2393,48.2097,19.7919,18.4224,37.2982,31.2661,33.8167,32.3301,19.3157,57.1676,23.5167,18.6871,56.3676,24.9453,78.35,2.34,1.01,1.39,1.63,2.84,4.46,1.9,25.02,19.08,24.97,24.04,14.85,17.05,11.79,12.28,6.62,31.27,38.04,14.3,14.61,13.11,25.27,32.72,47.0421,34.2803,68.3002,10.2115,46.973,34.1727,68.5393,7.1989,27.3433,28.8531,48.157,50.8393,0.0786,0.0928
1367,Washington St.,2013,60.0052,107.443,100.167,49.5538,49.5791,19.1378,19.3863,31.579,28.1676,34.1463,31.7498,19.1655,47.0645,33.77,18.1638,48.6352,33.201,78.27,3.34,1.01,0.95,0.17,1.41,1.58,1.8,25.39,21.15,18.96,16.92,18.54,24.43,7.6,19.81,18.74,28.26,25.58,14.11,17.12,17.8,23.91,27.06,47.9249,34.6786,68.8153,7.5269,47.8983,34.8438,69.3182,14.4269,39.7977,38.4847,54.6722,56.3815,0.0716,0.1004
1368,Weber St.,2013,62.8633,108.179,99.8687,56.0383,44.3925,18.7588,16.6697,29.8263,25.5217,39.6175,33.6449,20.5039,51.4729,28.0233,21.4876,60.6061,17.9063,76.79,1.34,-0.45,-0.05,-0.41,1.01,0.61,1.86,31.02,15.05,22.11,23.02,18.82,20.99,4.31,3.25,6.54,44.63,41.28,11.28,16.87,17.35,29.66,24.84,53.6783,40.6408,72.9655,10.2304,44.7154,28.8889,72.2222,6.7098,32.4044,23.3645,51.7127,41.7722,0.0783,0.0853
1369,West Virginia,2013,62.3248,104.757,100.729,45.6473,51.0973,19.8212,21.77,37.1429,33.9695,40.7575,39.9763,23.6767,52.0794,24.2439,20.8907,49.7704,29.3388,76.54,-0.66,-0.99,-1.1,1.34,1.02,2.36,1.29,41.8,18.38,19.08,24.76,19.02,18.76,8.68,10.18,16.26,29.39,35.48,13.77,17.02,15.75,21.76,31.71,44.8697,31.6081,69.4868,10.4703,48.0923,38.1038,67.5074,9.6906,30.5822,33.1554,54.8476,59.0728,0.1112,0.0908
1370,Western Carolina,2013,64.3643,101.492,108.972,47.6177,49.9387,18.8984,20.4006,34.6018,35.0536,30.9141,47.1201,18.7234,53.9007,27.3759,25.1607,51.1478,23.6915,76.1,-1.61,0.46,-0.45,-2.14,-1.83,-3.97,1.62,23.29,25.22,14.85,18.99,22.09,18.85,8.79,22.88,22.11,16.55,29.67,16.9,19.86,20.48,20.46,22.3,46.042,34.0388,70.9677,8.167,50.5445,32.4528,71.2614,8.8045,31.4127,32.4755,45.3473,49.1084,0.11,0.1119
1371,Western Illinois,2013,55.8251,96.5268,95.4005,51.5745,45.8392,19.5122,19.4527,24.8432,27.541,39.785,28.3498,20.0119,53.7225,26.2656,17.5127,52.7919,29.6954,76.76,0.01,1.01,1.95,-0.14,-1.08,-1.22,2.31,24.07,16.05,22.97,19.49,16.12,25.38,5.91,11.56,21.71,11.75,49.08,12.66,14.55,16.33,19.09,37.37,48.9154,38.6842,64.8649,12.474,43.2432,34.2105,68.6567,7.5922,29.1859,32.158,55.8528,51.9231,0.0946,0.1041
1372,Western Kentucky,2013,63.8433,101.798,102.763,48.5812,47.9189,22.2071,20.8032,34.8435,30.6922,37.5723,37.7766,20.8137,50.2784,28.9079,21.5272,53.4944,24.9784,76.5,0.34,-0.18,-0.05,-0.54,0.36,-0.18,1.54,34.71,15.2,22.54,20.36,22.06,19.84,10.89,11.12,13.78,30.6,33.62,20.15,19.5,17.88,22.11,20.36,48.3128,32.7035,67.972,8.5188,47.5825,32.437,69.5955,10.9465,36.1534,31.3488,48.1527,44.8954,0.0919,0.0906
1373,Western Michigan,2013,63.7574,103.261,100.953,48.1503,46.9443,22.3935,19.0924,35.4925,29.1842,45.8736,35.4786,25.0664,50.7529,24.1807,20.9832,48.4297,30.5872,77.43,2.04,1.5,0.32,0.86,0.5,1.36,1.57,29.35,14.51,20.36,16.67,22.15,26.32,1.85,12.47,22.94,26.34,36.41,12.84,15.33,18.48,20.72,32.63,48.1918,32.0423,70.2233,9.1743,44.3703,34.4615,70.2744,10.0084,32.3278,35.1541,52.4503,55.8201,0.0834,0.1146
1374,Wichita St.,2013,62.4159,109.966,92.5764,50.0231,45.3465,19.449,19.9629,38.0104,26.4925,36.5189,38.3168,20.3309,51.1029,28.5662,23.1866,46.8763,29.9371,76.49,-0.66,-1.08,-0.84,1.86,0.78,2.64,2.0,35.87,18.8,16.99,18.94,26.8,18.48,8.17,12.68,13.04,33.36,32.74,17.46,16.37,16.08,23.35,26.75,49.6074,33.8562,69.9115,13.5051,43.6378,32.2057,71.447,8.2798,35.3186,36.5842,55.5556,51.4429,0.1142,0.087
1375,William & Mary,2013,61.4512,106.327,110.551,53.5811,48.8731,20.0379,16.1047,28.4904,32.3755,37.6351,30.1305,19.9798,47.9314,32.0888,17.5588,55.7279,26.7134,77.39,2.34,1.0,-0.05,-0.32,-0.06,-0.38,1.79,20.34,23.71,21.42,18.15,13.46,23.27,8.44,7.91,16.76,25.34,41.56,11.96,17.43,22.17,21.69,26.75,51.9126,37.5221,71.0952,7.5288,49.3357,31.9569,69.0945,12.2404,38.1757,33.0368,59.5342,50.3401,0.0776,0.1042
1376,Winthrop,2013,59.1195,95.0669,105.874,46.6163,47.0507,21.3643,18.2463,29.3466,30.5739,36.0691,36.78,21.1808,49.4218,29.3974,22.9545,48.4091,28.6364,76.55,-1.66,0.67,0.95,0.46,-0.41,0.05,1.75,31.69,16.59,23.77,22.11,21.22,16.31,8.88,11.31,27.05,19.56,33.19,15.89,16.25,20.88,25.09,21.88,46.4,31.323,69.4611,6.0541,46.0541,32.5581,76.2264,9.9429,37.005,35.8085,46.2081,55.0505,0.0745,0.108
1377,Wisconsin,2013,59.9822,108.829,85.8206,48.5969,42.963,15.6887,17.9824,32.5825,27.0091,29.6939,25.6614,16.2269,49.6042,34.1689,17.0582,62.1042,20.8376,76.86,-0.65,-0.88,-0.1,-0.14,0.46,0.32,1.81,26.14,18.52,16.72,17.86,22.6,24.3,8.98,11.22,24.06,23.46,32.28,14.5,14.34,25.94,21.42,23.8,48.0,32.9936,63.4021,10.7746,42.8169,28.9362,68.866,7.3191,40.051,24.8677,56.5006,40.3226,0.0917,0.0908
1378,Wofford,2013,61.6566,89.0441,96.5182,44.1646,47.6381,20.2738,22.1585,25.9259,26.9639,27.9484,38.2568,18.8029,51.7222,29.4749,22.0044,53.8126,24.183000000000003,76.63,1.34,1.31,0.4,-0.14,-1.39,-1.53,0.93,26.43,29.77,20.14,20.17,19.19,10.73,9.33,9.54,18.0,30.56,32.57,21.29,18.14,20.59,25.2,14.78,43.1668,30.6878,73.1868,6.7647,48.4314,30.6418,70.2609,9.3308,34.828,32.1357,55.3797,48.5981,0.1141,0.0963
1379,Wright St.,2013,60.9643,97.6582,93.2709,49.5209,46.7548,20.3522,24.3146,26.6851,29.2616,32.9763,43.5096,19.2184,52.7816,28.0,24.3191,49.1245,26.5564,76.12,-2.66,-0.61,0.4,-0.14,0.36,0.22,1.32,37.9,20.79,14.39,14.93,27.65,22.24,8.27,9.02,14.38,31.44,36.89,11.82,14.34,20.37,24.6,28.86,48.3572,34.5826,71.453,6.1798,47.2846,30.5369,69.0608,10.5307,33.0891,35.8173,54.4402,50.0728,0.1135,0.0819
1380,Wyoming,2013,58.7486,103.879,95.5058,49.4812,48.2401,18.7171,21.3691,23.6308,31.3463,39.7536,32.9981,21.259,46.8524,31.8885,19.7595,55.9331,24.3074,75.87,-1.66,0.01,-1.43,0.04,-0.23,-0.19,1.66,21.2,22.41,13.75,19.72,25.46,18.65,3.76,4.76,7.65,32.39,51.44,8.82,6.84,11.42,42.08,30.83,50.783,31.7901,67.2104,9.0909,48.1548,32.2917,72.0,8.3893,42.0233,30.1697,56.6667,47.971,0.1025,0.0918
1381,Xavier,2013,61.0853,105.914,96.3548,50.0632,46.6987,20.3557,18.5328,34.3066,29.0233,41.4033,33.3133,21.623,57.5952,20.7818,19.6281,48.4504,31.9215,77.19,0.34,-0.99,0.21,1.86,0.26,2.12,1.8,30.08,18.53,25.79,17.29,20.02,18.37,3.23,1.78,22.6,38.68,33.7,8.68,12.8,23.97,29.07,25.49,49.2386,35.0,66.7176,8.3984,45.8008,32.0872,68.4685,9.3909,25.2845,38.5354,48.1994,53.037,0.083,0.0866
1382,Yale,2013,62.3869,102.671,105.514,46.5,51.9661,22.1567,20.4482,35.0557,29.8226,42.8667,40.339,25.1208,48.9533,25.9259,21.5455,49.7441,28.7103,76.76,-0.66,-0.68,0.77,0.86,-0.01,0.85,1.61,43.81,20.91,20.63,15.81,20.15,22.5,2.45,8.94,23.86,30.86,33.9,9.65,17.37,23.15,27.14,22.69,44.9261,33.1959,72.7838,8.5106,49.2401,38.3197,70.7563,11.4286,32.3333,33.0847,56.4019,55.5721,0.0956,0.103
1383,Youngstown St.,2013,65.8426,102.377,104.314,49.1208,48.5359,17.0318,18.1984,26.5027,31.7052,36.0182,35.4144,20.1475,48.5938,31.2586,20.4977,53.5747,25.9276,75.51,-0.66,-1.99,-2.01,0.65,-0.55,0.1,1.84,21.24,16.75,24.13,17.21,20.04,21.87,8.69,12.89,19.92,26.04,32.45,15.99,20.18,16.28,23.21,24.34,46.4727,35.93,68.8189,12.6473,46.5043,35.56800000000001,70.6708,8.2892,35.6778,29.6685,56.4409,50.3193,0.0905,0.0868
1384,Abilene Christian,2014,63.4665,93.5279,116.88,47.1985,56.4171,22.2786,18.0351,24.9258,33.7985,42.2602,48.3066,25.0377,43.2881,31.6742,23.3192,53.7856,22.8952,75.06,-3.18,-2.77,-0.03,-1.15,-1.01,-2.15,1.15,34.19,22.35,29.64,13.56,15.32,19.14,3.25,12.39,19.16,28.42,36.78,14.07,18.97,14.53,21.9,30.54,42.3304,37.3333,74.6067,3.9642,56.7775,37.0588,71.0332,15.4867,35.6125,30.303,49.1803,57.3684,0.0856,0.104
1385,Air Force,2014,63.8216,99.1735,106.144,49.4831,50.9109,20.4822,17.7657,26.3784,30.2072,37.1468,43.9271,20.5752,46.2389,33.1858,23.401,45.9898,30.6091,77.11,1.89,1.24,-0.08,-0.57,-0.39,-0.96,1.61,24.7,25.99,21.5,18.78,14.32,19.41,5.11,22.81,22.21,25.76,24.1,13.43,18.8,20.22,24.93,22.62,49.5848,32.8947,69.0167,9.3679,51.1287,33.7248,70.8141,15.0652,41.9021,40.2159,60.6796,58.4098,0.0804,0.1059
1386,Akron,2014,64.1515,103.594,100.978,50.2695,47.93899999999999,19.8008,19.49,35.1236,32.5664,40.4313,36.1349,20.0257,49.2281,30.7461,21.2401,55.9367,22.8232,77.89,-0.81,2.88,2.27,0.58,1.09,1.67,1.88,39.58,12.47,24.27,22.72,23.08,17.46,5.8,13.69,25.6,24.79,30.11,12.53,22.96,22.28,21.49,20.74,49.2704,34.6377,62.2667,10.5107,47.0762,33.4623,71.5556,9.0987,37.1968,27.6767,47.6015,46.7244,0.0999,0.099
1387,Alabama,2014,62.2287,107.166,98.9688,49.3773,47.0342,18.2695,19.3149,30.0098,34.4569,43.9602,41.2822,23.3075,50.8704,25.8221,24.7002,51.7026,23.5971,77.13,-0.13,-0.14,0.64,0.53,1.3,1.83,1.65,29.33,30.41,17.27,17.61,21.08,13.63,8.73,15.36,21.48,22.92,31.51,16.56,18.09,19.02,22.71,23.62,49.113,33.271,68.27199999999999,11.5419,47.489,30.7116,74.74600000000002,11.7647,33.3126,31.9952,47.4432,52.7738,0.104,0.0876
